# gg_dump v1
# node	id	cube_idx	cube_id	gid	k	du	prior	n_prior	comp
node	121	15	z04480_y03584_x03072	3	2	17.492650514428647	0.35303051381657868	25	0
node	122	15	z04480_y03584_x03072	4	4	125.17073610271035	0.27902165348782432	49	2
node	123	15	z04480_y03584_x03072	5	6	0.33003822793762083	0.35450065221468818	35	30
node	124	15	z04480_y03584_x03072	6	0	0	0.1135295258610635	30	31
node	125	16	z04480_y03328_x03072	0	7	-72.161231605576177	0.67640688989986286	41	2
node	126	16	z04480_y03328_x03072	1	11	-43.702524741167167	-0.051255636156125328	47	2
node	127	16	z04480_y03328_x03072	2	10	45.059475064969831	-0.077334825388522266	44	2
node	128	16	z04480_y03328_x03072	3	4	-123.09450458058109	0.69328898012471807	30	2
node	129	16	z04480_y03328_x03072	4	10	96.350912500912671	-0.0048083762664409948	40	2
node	130	16	z04480_y03328_x03072	5	10	127.41948086032443	-0.53960223436904631	27	2
node	131	17	z04736_y03584_x02560	0	4	-3.0570180303161578	1.156620874347899	51	3
node	132	17	z04736_y03584_x02560	1	6	2.6904893498077627	1.009422754884751	46	1
node	133	17	z04736_y03584_x02560	2	4	3.0157646499719704	0.73406717012352696	29	0
node	134	17	z04736_y03584_x02560	3	0	0	0.12843302180303839	37	32
node	135	17	z04736_y03584_x02560	4	0	0	0.28437221727954548	31	33
node	136	17	z04736_y03584_x02560	5	3	132.31079932920255	-0.044909381421879974	49	2
node	137	18	z04736_y03200_x02816	0	-13	-69.271300395578919	-0.55422346017759971	70	2
node	138	18	z04736_y03200_x02816	1	-11	-20.339621442515636	-0.80617770530319011	44	2
node	139	18	z04736_y03200_x02816	2	-13	98.818314469370364	-0.49960740727526515	41	2
node	140	18	z04736_y03200_x02816	3	-15	165.58501033816896	-0.86541801231890048	42	2
node	141	18	z04736_y03200_x02816	4	-14	-13.691176145263398	0.30422468616159826	40	0
node	142	18	z04736_y03200_x02816	5	-15	10.781072386530127	-0.35847104697589466	54	1
node	143	18	z04736_y03200_x02816	6	-6	-122.61338786438466	0.60379822185875454	20	2
node	144	18	z04736_y03200_x02816	7	0	0	-0.35277356027330775	1	34
node	145	18	z04736_y03200_x02816	8	0	0	-0.12431383491107617	1	35
node	146	18	z04736_y03200_x02816	9	-10	28.578520259773541	-0.1653461538603046	36	23
node	147	18	z04736_y03200_x02816	10	0	0	0.081973057839025643	1	36
node	148	18	z04736_y03200_x02816	12	0	0	-0.070185956744251973	92	37
node	149	19	z04736_y03584_x03072	0	0	0.065135931942677416	-0.26657180280308418	48	38
node	150	19	z04736_y03584_x03072	1	11	23.515313672684442	0.10517426124075557	48	0
node	151	19	z04736_y03584_x03072	2	12	135.17669237295257	-0.44829641966986367	40	2
node	152	19	z04736_y03584_x03072	3	2	-0.16228331422735209	-1.0665806476991679	45	39
node	153	19	z04736_y03584_x03072	4	8	111.25333581376202	-0.14154449385039147	30	2
node	154	19	z04736_y03584_x03072	5	8	59.09488616681773	-0.0073036931007948169	26	2
node	155	19	z04736_y03584_x03072	6	11	-24.70654196346743	0.40284457044443495	49	2
node	156	20	z04480_y03328_x02560	0	1	142.24159722442431	0.51218526872185288	36	2
node	157	20	z04480_y03328_x02560	1	2	98.9038196165248	0.32512330124476424	39	2
node	158	20	z04480_y03328_x02560	2	1	0.45444098981124625	0.23145281181228033	40	0
node	159	20	z04480_y03328_x02560	3	3	0.50922675018341579	0.088203829712204945	36	2
node	160	20	z04480_y03328_x02560	4	0	0.097426083655477669	0.57834505526601609	39	1
node	161	20	z04480_y03328_x02560	5	1	-35.997234812853549	0.51747062026889401	50	2
node	162	20	z04480_y03328_x02560	6	5	-2.6985690978681305	0.026056526291125554	31	23
node	163	20	z04480_y03328_x02560	7	4	11.512459172188187	0.090362999771618172	50	24
node	164	21	z04608_y03200_x02688	0	-11	-6.0202911815194966	-0.091721552148422744	47	0
node	165	21	z04608_y03200_x02688	1	-13	-13.96357110172255	-0.64643311610321863	44	1
node	166	21	z04608_y03200_x02688	2	-7	21.640596852227759	-0.41061223624746546	46	23
node	167	21	z04608_y03200_x02688	3	-10	128.97342126209782	0.05471517529217975	45	2
node	168	21	z04608_y03200_x02688	4	-9	85.651119755810271	-0.34000863175205065	40	2
node	169	21	z04608_y03200_x02688	5	-7	13.932109138658348	-0.21808786913236364	37	24
node	170	21	z04608_y03200_x02688	6	-7	-4.6330328100105476	0.10887979724546416	36	2
node	171	21	z04608_y03200_x02688	7	-9	-50.601506113746836	-0.071841661434194792	32	2
node	172	21	z04608_y03200_x02688	8	-5	0.43019326375770106	-0.30843264065595855	29	13
node	173	21	z04608_y03200_x02688	9	-11	-45.075212905962871	-0.12281066097353101	28	2
node	174	21	z04608_y03200_x02688	10	-1	-1.5092768959601699	0.49217897678545847	224	11
node	175	22	z04736_y03456_x02944	0	3	-80.720239795251643	-0.89898217461667052	162	2
node	176	22	z04736_y03456_x02944	1	6	-128.54058147309433	-0.18140584534071394	41	2
node	177	22	z04736_y03456_x02944	2	0	-7.1276078044104452	0.013902759909584176	42	22
node	178	22	z04736_y03456_x02944	3	0	0	-0.42801021104200032	1	40
node	179	22	z04736_y03456_x02944	4	8	-29.980978518941924	0.1485926873316015	25	2
node	180	22	z04736_y03456_x02944	5	6	53.014672317631778	0.55170671558271223	50	2
node	181	23	z04736_y03200_x03072	0	9	47.989590706998172	-0.089237743548485363	44	2
node	182	23	z04736_y03200_x03072	1	7	129.14385267198548	0.096381271909588534	43	2
node	183	23	z04736_y03200_x03072	2	5	-58.45056014523152	0.20586535308757045	44	0
node	184	23	z04736_y03200_x03072	3	11	-19.399049755785313	0.17837253730891203	41	2
node	185	23	z04736_y03200_x03072	4	7	-23.312177889978443	-0.34671016312555619	30	1
node	186	23	z04736_y03200_x03072	5	4	-39.318124315485875	-0.50873333985222924	28	2
node	187	23	z04736_y03200_x03072	6	1	-93.443899279477819	-0.1094866906211021	47	2
node	188	24	z04480_y03328_x02816	0	0	10.160689325643261	0.21392953112457003	27	22
node	189	24	z04480_y03328_x02816	1	-1	2.4374212626913163	0.16168659245144715	39	22
node	190	24	z04480_y03328_x02816	2	-6	-21.317929655060652	-1.8797466041236677	13	22
node	191	24	z04480_y03328_x02816	3	0	2.2043963249708156	-0.29794609187026	30	41
node	192	24	z04480_y03328_x02816	4	-7	-106.27161056192494	-0.030717927133635275	34	2
node	193	25	z04608_y03584_x02688	0	2	128.28619057992199	0.42210143792266275	42	2
node	194	25	z04608_y03584_x02688	1	1	3.4051036387172644	-0.01763555702962849	48	0
node	195	25	z04608_y03584_x02688	2	1	101.28556537462879	0.30588663770270857	42	2
node	196	25	z04608_y03584_x02688	3	2	5.9786741345379824	-0.42543300834527287	48	1
node	197	25	z04608_y03584_x02688	4	-1	13.618648904611916	0.20648623622274087	31	2
node	198	25	z04608_y03584_x02688	5	-1	1.0855294107273039	0.61251200807513873	50	3
node	199	25	z04608_y03584_x02688	6	2	-32.908931698514721	0.3797525260869723	32	2
node	200	26	z04608_y03072_x02944	0	3	-16.555010285722119	0.20500981851496877	40	24
node	201	26	z04608_y03072_x02944	1	-3	-27.972997874450698	-0.2448635229408728	40	1
node	202	26	z04608_y03072_x02944	2	3	-10.425434748901353	-0.63936255636658446	39	23
node	203	26	z04608_y03072_x02944	3	-2	-12.744138538708853	0.79512734032868115	47	0
node	204	26	z04608_y03072_x02944	4	5	-44.888457350838166	-0.80129592826232587	54	13
node	205	26	z04608_y03072_x02944	5	2	0	-0.078169489423634331	55	11
node	206	26	z04608_y03072_x02944	6	1	117.65081675327741	0.38896486375497508	50	2
node	207	26	z04608_y03072_x02944	7	3	-0.60791459753045274	-0.34689195254016492	40	42
node	208	27	z04352_y03328_x02688	0	-2	-112.39397946896815	0.79610332875189949	45	2
node	209	27	z04352_y03328_x02688	1	2	0.84282113416315951	0.35607556443337884	43	22
node	210	27	z04352_y03328_x02688	2	0	-32.961158767179768	-0.078879824910643243	28	2
node	211	27	z04352_y03328_x02688	3	1	-31.824066024577633	0.24862579638215815	45	2
node	212	27	z04352_y03328_x02688	4	-1	-42.94266568618923	-0.16647908081964882	27	2
node	213	27	z04352_y03328_x02688	5	-2	-34.797828676034896	0.13625018771201672	34	2
node	214	27	z04352_y03328_x02688	6	2	3.3880805625929042	0.27046888399827562	48	2
node	215	28	z04736_y03200_x02560	0	0	1.7504614541808223	-0.033959252936980371	46	13
node	216	28	z04736_y03200_x02560	1	3	-1.0957315298691128	-0.29014428021849686	48	11
node	217	28	z04736_y03200_x02560	2	0	20.125725226188251	0.18054740255576254	46	24
node	218	28	z04736_y03200_x02560	3	-1	-9.2797001470048599	0.59411001723544521	41	10
node	219	28	z04736_y03200_x02560	4	-3	-10.77383478722777	0.092391780873394877	28	23
node	220	28	z04736_y03200_x02560	5	0	-4.8453054653145955	0.19771149664042414	37	8
node	221	28	z04736_y03200_x02560	6	2	0	0.34719347869861616	32	8
node	222	28	z04736_y03200_x02560	7	-10	-10.477076335724519	0.41435020578696041	25	1
node	223	28	z04736_y03200_x02560	8	-9	-4.0259851973646619	-0.17407359656919477	40	0
node	224	28	z04736_y03200_x02560	9	3	-4.0425889610619379	0.11594618568855525	35	6
node	225	28	z04736_y03200_x02560	10	1	-0.71422240238825907	0.12464265052688646	50	5
node	226	29	z04736_y03584_x02816	0	4	-40.812137678999534	0.41627524152922235	43	2
node	227	29	z04736_y03584_x02816	1	6	-30.066597361052686	-0.20011979124738513	41	2
node	228	29	z04736_y03584_x02816	2	4	16.583114141218118	0.13959672935936018	44	2
node	229	29	z04736_y03584_x02816	3	4	109.69924588625332	-0.20024452299158924	43	2
node	230	29	z04736_y03584_x02816	4	6	131.83308600496929	-0.74864919712583133	46	2
node	231	29	z04736_y03584_x02816	5	0	-86.358522222033741	0.2319789559867603	80	2
node	232	29	z04736_y03584_x02816	6	0	0	-0.018028180651374015	2	43
node	233	29	z04736_y03584_x02816	7	1	0	0.85088479573282827	16	44
node	234	29	z04736_y03584_x02816	8	4	0.20912402497197036	-0.13952603258901952	28	0
node	235	30	z04736_y03328_x02816	0	-12	-111.03493296791305	-1.9050573610765202	56	2
node	236	30	z04736_y03328_x02816	1	-6	-3.8496088347189357	-0.6759565064746198	19	22
node	237	30	z04736_y03328_x02816	2	-15	-53.328248341937069	-0.59694780141468795	76	2
node	238	30	z04736_y03328_x02816	3	-2	1.1551426684675334	0.20831295082099285	48	22
node	239	30	z04736_y03328_x02816	4	0	0	0.093527202107826848	50	45
node	240	31	z04480_y03200_x03072	0	12	48.765505507381761	0.37761960321520366	49	2
node	241	31	z04480_y03200_x03072	1	13	-16.062860296823033	0.041223275244758946	39	2
node	242	31	z04480_y03200_x03072	2	12	111.73038215773516	1.2552651956038492	51	2
node	243	31	z04480_y03200_x03072	3	8	-58.364508747660125	0.42400402031991585	29	2
node	244	31	z04480_y03200_x03072	4	3	-98.973613813509019	-0.17024193873643303	24	2
node	245	31	z04480_y03200_x03072	5	11	-26.169610807501726	-0.12478650383874443	31	0
node	246	32	z04480_y03456_x02944	0	-3	-37.298250482611479	-0.076904955509666292	14	2
node	247	32	z04480_y03456_x02944	1	0	-35.714473665453966	0.06820540698075192	50	2
node	248	32	z04480_y03456_x02944	2	-4	-84.252671821158401	-0.55776760922496726	48	2
node	249	32	z04480_y03456_x02944	3	-2	12.09280494588171	-0.3470715927757026	42	2
node	250	32	z04480_y03456_x02944	4	10	6.7395186857734757	0.14244235254263124	34	22
node	251	32	z04480_y03456_x02944	5	-2	-126.14876401514812	-0.16052659723639265	37	2
node	252	32	z04480_y03456_x02944	6	0	91.836145534656168	0.17815484268243373	34	2
node	253	33	z04352_y03072_x02944	0	6	51.498445718968981	0.29821891161164127	30	2
node	254	33	z04352_y03072_x02944	1	10	-8.0107666743838308	0.26171325975110754	28	23
node	255	33	z04352_y03072_x02944	2	3	-43.309256907171743	0.15718854409012351	25	1
node	256	33	z04352_y03072_x02944	3	3	112.03534944254437	-0.39553312939773128	37	2
node	257	33	z04352_y03072_x02944	4	3	-20.484943670320945	-0.28013481265783163	28	0
node	258	33	z04352_y03072_x02944	5	8	-18.808568645708192	0.036616857779832847	34	2
node	259	33	z04352_y03072_x02944	6	8	-25.182933931457001	-0.5603038892497102	36	24
node	260	34	z04352_y03584_x02688	0	-4	4.6333707208877968	-0.64973590541820092	40	0
node	261	34	z04352_y03584_x02688	1	-4	7.5126267323904585	-0.044296098200965452	44	1
node	262	34	z04352_y03584_x02688	2	-7	12.197209384216876	0.074226321395147787	36	3
node	263	34	z04352_y03584_x02688	3	-3	128.39832528309597	0.38280121513302606	31	2
node	264	34	z04352_y03584_x02688	4	-5	107.78437526270278	0.10166771800078851	49	2
node	265	34	z04352_y03584_x02688	5	-1	-14.805540615867358	-0.96745652121708758	44	46
node	266	35	z04480_y03584_x02816	0	-1	126.37373696026924	0.30076946207928512	39	2
node	267	35	z04480_y03584_x02816	1	-2	107.65169449304318	0.45700311971404106	40	2
node	268	35	z04480_y03584_x02816	2	-1	14.791161049224684	0.25606095136291279	27	0
node	269	35	z04480_y03584_x02816	3	-2	15.920763335804736	-0.34258531085096117	35	1
node	270	35	z04480_y03584_x02816	4	-4	8.3533019815728835	-0.15922441475656895	49	2
node	271	35	z04480_y03584_x02816	5	-3	-1.3384370521221172	-0.94783063169984583	34	27
node	272	35	z04480_y03584_x02816	6	0	-34.599818883229204	0.47786330840533509	45	2
node	273	36	z04480_y03200_x02560	0	0	5.4502014023718175	-0.20914840629167619	48	24
node	274	36	z04480_y03200_x02560	1	0	0.31272020251071808	-0.57212825317254112	46	23
node	275	36	z04480_y03200_x02560	2	2	9.6918116159154124	-0.0067375357415368339	41	13
node	276	36	z04480_y03200_x02560	3	-6	-3.0855173458074887	-0.16774838160032257	35	1
node	277	36	z04480_y03200_x02560	4	6	6.5532870110779413	-0.34407194093105581	37	11
node	278	36	z04480_y03200_x02560	5	-4	-1.9173210647190899	0.24884554553799385	26	0
node	279	36	z04480_y03200_x02560	6	2	3.9282326154766452	-0.42699260979757042	28	10
node	280	36	z04480_y03200_x02560	7	-3	142.64466355631151	0.62422341499722733	26	2
node	281	36	z04480_y03200_x02560	8	4	-19.647629209071965	0.093444961393250314	25	8
node	282	36	z04480_y03200_x02560	9	-1	99.971829133010999	-0.068460865524011386	46	2
node	283	36	z04480_y03200_x02560	10	5	10.207599014570405	-0.083537841571779695	50	8
node	284	37	z04608_y03328_x02688	0	-4	-40.505060043780759	0.85796877894380474	46	2
node	285	37	z04608_y03328_x02688	1	-3	-1.6478063071438669	-0.52305222208314084	53	2
node	286	37	z04608_y03328_x02688	2	-8	-43.65995302025749	0.60527576353747548	40	2
node	287	37	z04608_y03328_x02688	3	-8	-106.53029509081745	-0.099509441706006174	34	2
node	288	37	z04608_y03328_x02688	4	-5	84.573118425302766	0.30287068406151846	30	2
node	289	37	z04608_y03328_x02688	5	-2	-0.99472033632349621	0.48503816119045479	181	22
node	290	37	z04608_y03328_x02688	6	-8	123.49682348025993	-0.38868414480645552	26	2
node	291	38	z04480_y03584_x02944	0	0	16.127248524059382	-0.33505569342134839	44	1
node	292	38	z04480_y03584_x02944	1	1	18.478826891173867	0.31171320927402218	44	0
node	293	38	z04480_y03584_x02944	2	2	124.15448735744866	0.092386907501032955	46	2
node	294	38	z04480_y03584_x02944	3	0	-2.5493908901380564	-0.12394561988068754	46	27
node	295	38	z04480_y03584_x02944	4	-1	103.00521018843898	0.52763437203486785	36	2
node	296	38	z04480_y03584_x02944	5	-2	9.889498240811406	-0.18465455814674994	23	2
node	297	38	z04480_y03584_x02944	6	-3	0	-0.080744515673008957	33	29
node	298	39	z04480_y03072_x02688	0	-2	-1.4003733277568244	-0.25815492003694773	46	13
node	299	39	z04480_y03072_x02688	1	2	-1.7491994085762599	-0.054117177994046708	47	11
node	300	39	z04480_y03072_x02688	2	-3	-0.99585689481045847	-0.60901165910626109	49	10
node	301	39	z04480_y03072_x02688	3	-4	2.7712426107580086	0.087017161582655017	43	24
node	302	39	z04480_y03072_x02688	4	-1	-7.5640372705970549	-0.3953460098637554	48	8
node	303	39	z04480_y03072_x02688	5	-3	6.2696243142581807	0.20897033771300919	39	23
node	304	39	z04480_y03072_x02688	6	1	12.480790659023114	0.046568692176065199	47	8
node	305	39	z04480_y03072_x02688	7	-9	-12.565805729528051	0.11776464302207161	31	1
node	306	39	z04480_y03072_x02688	8	2	7.3281478466610679	0.2505895947067503	38	6
node	307	39	z04480_y03072_x02688	9	-7	-4.7459562597684908	0.44814384130887547	36	0
node	308	39	z04480_y03072_x02688	10	0	0	-0.15514299430813053	173	5
node	309	39	z04480_y03072_x02688	11	0	0	0.10260234885385208	13	47
node	310	39	z04480_y03072_x02688	12	0	0	0.17685283635578269	23	48
node	311	40	z04352_y03456_x02688	0	0	-33.110785787202531	0.80325814756914216	49	2
node	312	40	z04352_y03456_x02688	1	-3	-42.218153148477995	0.25209491890826907	39	2
node	313	40	z04352_y03456_x02688	2	-3	5.2999505984421944	0.57289794942984784	38	2
node	314	40	z04352_y03456_x02688	3	-3	102.32673512086564	0.00034551520480674309	45	2
node	315	40	z04352_y03456_x02688	4	0	131.28854360727672	0.10438989113426315	33	2
